account,tweets,following,followers,month,likes,lists,moments,dept
https://twitter.com/cmrobjohnson,220,660,1071,Oct-16,201,0,0,LEG
https://twitter.com/councilmantim,1126,220,4890,Oct-16,37,0,0,LEG
https://twitter.com/d5juarez,393,397,929,Oct-16,177,0,0,LEG
https://twitter.com/lisa_herbold,26,73,847,Oct-16,1,0,0,LEG
https://twitter.com/sallybagshaw,3666,304,5459,Oct-16,220,9,0,LEG
https://twitter.com/seattlecouncil,7931,487,33127,Oct-16,1116,1,0,LEG
https://twitter.com/mayoredmurray,4261,932,20130,Oct-16,1199,11,1,MOS
https://twitter.com/humanrights206,698,611,548,Oct-16,4,0,0,OCR
https://twitter.com/seattlelgbt,744,467,710,Oct-16,2,0,0,OCR
https://twitter.com/seawomenscomm,465,219,540,Oct-16,59,0,0,OCR
https://twitter.com/seattleeconomy ,507,695,734,Oct-16,72,0,0,OED
https://twitter.com/alertseattle,58,298,2446,Oct-16,17,1,0,OEM
https://twitter.com/seattlerdy,63,1127,311,Oct-16,2,1,0,OEM
https://twitter.com/seattleose,1602,708,1324,Oct-16,29,1,0,OSE
https://twitter.com/seattle2035,1153,244,912,Oct-16,63,0,0,PCD
https://twitter.com/seattleopcd,619,105,393,Oct-16,63,0,0,PCD
https://twitter.com/seattleparks,6273,1094,24318,Oct-16,878,0,0,PKS
https://twitter.com/seattleparkways,314,3777,849,Oct-16,1184,0,0,PKS
https://twitter.com/dennysubstation,658,354,295,Oct-16,219,1,0,SCL
https://twitter.com/seacitylight,10997,263,19086,Oct-16,3134,2,0,SCL
https://twitter.com/skagittours,573,514,330,Oct-16,325,6,0,SCL
https://twitter.com/seattlefire,3883,328,72596,Oct-16,128,0,0,SFD
https://twitter.com/seamunicourt,16,8,113,Oct-16,0,1,0,SMC
https://twitter.com/getyourbikeback,59,4,1131,Oct-16,0,0,0,SPD
https://twitter.com/getyourcarback,19283,6,2140,Oct-16,7,0,0,SPD
https://twitter.com/seattlepd,19511,1997,270578,Oct-16,2972,0,0,SPD
https://twitter.com/splbuzz,19952,1117,16504,Oct-16,9912,2,0,SPL
https://twitter.com/seattlegreenbiz,1646,506,354,Oct-16,1,0,0,SPU
https://twitter.com/seattlespu,3010,573,3593,Oct-16,427,9,0,SPU
https://twitter.com/spu_cz,243,27,147,Oct-16,371,1,0,SPU
https://twitter.com/spu_wx,168,10,29,Oct-16,13,0,0,SPU
https://twitter.com/seattlearts,6074,1347,82707,Nov-16,3502,2,0,ARTS
https://twitter.com/seattlecenter,22002,5033,28734,Nov-16,14440,6,0,CEN
https://twitter.com/seacpc,123,107,191,Nov-16,4,0,0,CPC
https://twitter.com/seattledci,3456,730,4613,Nov-16,509,17,0,DCI
https://twitter.com/seattledpd,8,40,28,Nov-16,0,0,0,DCI
https://twitter.com/seaeec,46,36,88,Nov-16,0,0,0,DOE
https://twitter.com/seattleprek,258,162,309,Nov-16,12,0,0,DOE
https://twitter.com/seaneighborhood,2426,1305,8117,Nov-16,469,4,0,DON
